ID,Name,Link,City,Street,Opening,Postcode,Url Location,Wifi,Laptop Friendly,Pet Friendly,Latitude,Longitude
399,Story Coffee,https://europeancoffeetrip.com/cafe/storycoffe-wandsworth-london/,London,15 Barley Walk,Monday - Friday: 07:00-16:00|Saturday: 08:00-17:00|Sunday: 09:00-16:00,SW18 1UL,,,,,51.4572585,-0.19357271607004783
400,The Source Coffee Roasters,https://europeancoffeetrip.com/cafe/thesourcecoffeeroasters-edinburgh/,Edinburgh,4 Spittal Street,Monday - Friday: 08:30-17:00|Saturday: 09:30-17:00|Sunday: 09:30-16:00,EH3 9DX,,,,,55.9459875,-3.2031608
401,The Hall,https://europeancoffeetrip.com/cafe/thehall-lancaster/,Lancaster,10 China St.,Monday - Friday: 09:00-17:00|Saturday: 09:00-17:00|Sunday: 09:00-16:30,LA1 1EX,,,,,54.0492257,-2.8034056640446874
402,Good As Gold,https://europeancoffeetrip.com/cafe/goodasgold-london/,London,209 Mantle Road,Monday: 07:30-16:30|Tuesday: 07:30-16:30|Wednesday: 07:30-16:30|Thursday: 07:30-22:00|Friday: 07:30-22:00|Saturday: 08:00-15:00|Sunday: 08:00-15:00,SE4 2EW,,,,,51.4638104,-0.039050436334743255
403,65Mm Coffee,https://europeancoffeetrip.com/cafe/65mmcoffee-tonbridge/,Tonbridge,River Walk,Monday - Friday: 08:30-15:30|Saturday - Sunday: 09:00-16:00,TN9 1DT,,Free Wi-Fi,,Pet Friendly,51.195387634585366,0.2734590889262796
404,Coffee Under Pressure | Speciality Coffee & Tea,https://europeancoffeetrip.com/cafe/coffeeunderpressure-reading-stmarysbutts/,Reading,53 Saint Mary's Butts,Monday - Friday: 10:00-17:00|Saturday - Sunday: 10:00-17:00,RG1 2LG,,,,,51.45479362857143,-0.9744116142857143
405,Chucky’S Baristro,https://europeancoffeetrip.com/cafe/chuckysbistro-bexhillonsea/,Bexhill-on-Sea,Sea Road,Monday - Friday: 06:00-18:00|Saturday: 06:00-18:00|Sunday: 08:00-16:00,TN40 1EB,,,,Pet Friendly,50.8410994419224,0.47742543084226446
406,Nine Squared Coffee,https://europeancoffeetrip.com/cafe/ninesquaredcoffee-newry/,Newry,81 Monaghan Street,Monday - Friday: 07:00-16:00|Saturday - Sunday: 09:00-16:00,BT35 6AY,,,,,54.17755211437496,-6.346120766495183
407,Clarnico,https://europeancoffeetrip.com/cafe/clarnico-london/,London,Tandy Pl,Monday - Friday: 07:30-16:00|Saturday - Sunday: 10:00-14:00,E20 3AS,,Free Wi-Fi,Laptop Friendly,Pet Friendly,51.545830586084065,-0.020919829034223996
408,Tilt,https://europeancoffeetrip.com/cafe/tilt-birmingham/,Birmingham,City Arcade 2 Union St,Monday: 11:00-23:00|Tuesday: 11:00-23:00|Wednesday: 11:00-23:00|Thursday: 11:00-23:00|Friday: 11:00-00:00|Saturday: 11:00-00:00|Sunday: 11:00-21:00,B2 4TX,,,,,52.4797155,-1.8964259
409,Story Coffee,https://europeancoffeetrip.com/cafe/storycoffe-london/,London,115 Saint John's Hill,Monday - Friday: 07:00-15:00|Saturday - Sunday: 08:00-16:00,SW11 1SZ,,,,,51.4609704,-0.17436654902377022
410,No41 Coffee And Kitchen,https://europeancoffeetrip.com/cafe/no41coffeekitchen-london/,London,41 Brockley Rise  SE23 1JG ,Monday - Friday: 07:30-16:00|Saturday: 08:00-16:00|Sunday: Closed,SE23 1JG,,,,,51.4434099,-0.042876
411,Wayland'S Yard Bull St.,https://europeancoffeetrip.com/cafe/waylandyard-bull-worcester/,Worcester,42 Bull Street,Monday - Friday: 07:30-16:00|Saturday: 08:00-17:00|Sunday: 09:00-16:00,B4 6AF,,,,,52.482327,-1.8963997600000002
412,Hairy Barista,https://europeancoffeetrip.com/cafe/hairybarista-totnes/,Totnes,69 High Street,Monday - Friday: 09:00-16:00|Saturday: 09:30-17:00|Sunday: Closed,TQ9 5PB,,,,,50.43162095,-3.6907377477602425
413,Coopers Roastery,https://europeancoffeetrip.com/cafe/coopersroastery-marlow/,Marlow,Fieldhouse Lane,Monday - Friday: 08:00-15:00|Saturday - Sunday: 08:00-15:00,SL7 1LW,,,,,51.57041251509748,-0.7580288975192365
414,Urban Baristas Middlesex St,https://europeancoffeetrip.com/cafe/urbanbaristasmiddlesexst-london/,London,95 Middlesex Street,Monday: 07:30-16:00|Tuesday: 07:30-16:00|Wednesday: 07:30-16:00|Thursday: 07:30-16:00|Friday: 07:30-15:00|Saturday: Closed|Sunday: Closed,E1 7DA,,,,,51.5162734,-0.07678289753866739
415,Out Of Office Coffee House,https://europeancoffeetrip.com/cafe/outofofficecoffeehouse-miltonkeynes/,Milton Keynes,280 Witan Gate,Monday - Friday: 08:00-16:00|Saturday - Sunday: 09:00-14:30,MK9 1EJ,,,,,52.0390954,-0.7667121
416,Bluebelles Of Portobello,https://europeancoffeetrip.com/cafe/bluebellsofportobello-london/,London,320 Portobello Road,Monday - Friday: 08:00-15:45|Saturday - Sunday: 08:30-15:45,W10 5RU,,,,,51.52136725,-0.20992879371886
417,Meadow Road Cafe,https://europeancoffeetrip.com/cafe/meadowroadcafe-glasgow/,Glasgow,579 Dumbarton Road,Monday - Friday: 08:00-15:00|Saturday - Sunday: 09:00-16:00,G11 6HY,,,,,55.87070911463277,-4.315627200149564
418,Dharma Specialty Coffee,https://europeancoffeetrip.com/cafe/dharma-brighton/,Brighton,82 North Rd   and Hove ,Monday - Friday: 08:00-18:00|Saturday: 09:00-18:00|Sunday: 10:00-17:00,BN1 1YD,,Free Wi-Fi,Laptop Friendly,Pet Friendly,50.825752249999994,-0.13908373750000208
419,The Coffee Obsessive,https://europeancoffeetrip.com/cafe/thecoffeeobsessive-leicaster/,Leicester,53 Francis St Stoneygate,Monday - Friday: 08:00-16:00|Saturday - Sunday: 09:00-16:00,LE2 2BE,,Free Wi-Fi,,Pet Friendly,52.616877566666666,-1.1011647666666666
420,Lift Coffee,https://europeancoffeetrip.com/cafe/liftcoffee-london/,London,133 Kensington Church St.,Monday - Friday: 07:30-16:30|Saturday: 08:30-16:30|Sunday: 09:00-16:00,W8 7LP,,,,,51.50743385,-0.19500480155025005
421,Carafe Coffee Roasters,https://europeancoffeetrip.com/cafe/carafecoffeeroasters-lewes/,Lewes,29 Station Street,Monday: Closed|Tuesday: 08:00-17:00|Wednesday: 08:00-17:00|Thursday: 08:00-17:00|Friday: 08:00-17:00|Saturday: 08:00-17:00|Sunday: 09:00-16:00,BN7 2DB,,Free Wi-Fi,Laptop Friendly,Pet Friendly,50.87250773052955,0.010968090954084662
422,Vagabond,https://europeancoffeetrip.com/cafe/vagabond-london/,London,105 Holloway Road,Monday - Friday: 07:30-16:00|Saturday - Sunday: 09:00-17:00,N7 8LT,,,,,51.54811785,-0.10673768575655884
423,Yellow Bourbon,https://europeancoffeetrip.com/cafe/yellowbourbon-northhampton/,Northampton,15 Angel Street,Monday - Friday: 08:00-16:00|Saturday: 09:00-16:00|Sunday: Closed,NN1 1EW,,,,,52.23602416919356,-0.8953952959130759
424,The Coffee Bar By Espresso Kart,https://europeancoffeetrip.com/cafe/thecoffeebarbyespressokart-kilmarnock/,Kilmarnock,43 Campbell Pl,Monday: 08:00-15:00|Tuesday: 08:00-15:00|Wednesday: 08:00-16:00|Thursday: 08:00-16:00|Friday: 08:00-15:00|Saturday: 08:00-15:00|Sunday: 09:00-15:00,KA1 4DY,,Free Wi-Fi,Laptop Friendly,Pet Friendly,55.59344903672522,-4.49863873721948
425,The Penny Drop,https://europeancoffeetrip.com/cafe/thepennydrop-london/,London,13 Tottenham Street,Monday: 08:00-17:00|Tuesday: 08:00-17:00|Wednesday: 08:00-17:00|Thursday: 08:00-17:00|Friday: 08:00-16:00|Saturday: Closed|Sunday: Closed,W1T 2AH,,Free Wi-Fi,,Pet Friendly,51.5205103,-0.13512323653846214
426,Hideout Coffee Company,https://europeancoffeetrip.com/cafe/hideoutcoffeecompany-portsmouth/,Portsmouth,Unit 8 Charter House,Monday - Friday: 08:00-16:00|Saturday: 09:00-16:00|Sunday: 09:30-15:30,PO1 2SB,,Free Wi-Fi,Laptop Friendly,Pet Friendly,50.79526405,-1.094445525
427,Four Boroughs,https://europeancoffeetrip.com/cafe/fourboroughs-london/,London,10 Church Road,Monday - Friday: 08:00-15:00|Saturday - Sunday: 08:00-16:00,SE19 2ET,,,,,51.419494400000005,-0.07897240026048837
428,B’Spoke Coffee,https://europeancoffeetrip.com/cafe/bspokecoffee-stockport/,Stockport,5 Tatton Rd S  SK4 4LU ,Monday - Friday: 07:00-14:00|Saturday - Sunday: 09:00-14:00,SK4 4LU,,,,,53.4238,-2.17831
429,Glen Lyon Coffee Roasters,https://europeancoffeetrip.com/cafe/glen-lyon-coffee-roasters-aberfeldy/,Aberfeldy,,Monday - Friday: 09:00-16:00|Saturday: 09:00-16:00|Sunday: Closed,PH15 2AQ,,,,,56.6193213,-3.86509
430,Pacamara Food And Drink,https://europeancoffeetrip.com/cafe/pacamarafoodanddrink-dundee/,Dundee,302 Perth Rd.,Monday - Friday: 08:30-16:00|Saturday - Sunday: 09:00-16:00,DD2 1AU,,,,,56.4561724,-2.9941254
431,Blue Bean Coffee,https://europeancoffeetrip.com/cafe/bluebeancoffee-london/,Shipston-on-Stour,14 Sheep St,Monday - Friday: 08:00-15:00|Saturday: 08:00-14:00|Sunday: Closed,CV36 4AF,,,,,52.063585528048804,-1.6245967628918787
432,Lateral,https://europeancoffeetrip.com/cafe/lateral-westkirby/,West Kirby,83 Banks Road,Monday - Friday: 08:30-17:00|Saturday: 08:30-17:00|Sunday: 08:30-16:00,CH48 0RA,,Free Wi-Fi,Laptop Friendly,Pet Friendly,53.368262577090384,-3.183005939564297
433,Bridewell Coffee,https://europeancoffeetrip.com/cafe/bridewellcoffee-donaghadee/,Donaghdee,19 High St.,Monday: Closed|Tuesday: Closed|Wednesday: 09:00-16:00|Thursday: 09:00-16:00|Friday: 09:00-16:00|Saturday: 09:00-16:00|Sunday: 09:00-16:00,BT21 0AH,,,,,54.6417165,-5.536368
434,Trampoline,https://europeancoffeetrip.com/cafe/trampoline-london/,London,27 Camden Psge ,Monday: Closed|Tuesday: Closed|Wednesday: 08:00-16:00|Thursday: 08:00-16:00|Friday: 08:00-21:00|Saturday: 09:00-21:00|Sunday: 09:00-17:00,N1 8EA,,Free Wi-Fi,Laptop Friendly,Pet Friendly,51.5349435,-0.1038519
435,The Cult Of Coffee,https://europeancoffeetrip.com/cafe/thecultofcoffee-aberdeen/,Aberdeen,28 Esslemont Ave,Monday - Friday: 08:30-17:00|Saturday: 08:30-17:00|Sunday: 09:00-17:00,AB25 1SN,,,,,57.148256,-2.1144522
436,Spa Town Coffee,https://europeancoffeetrip.com/cafe/spatowncoffee-leamingtonspa/,Leamington Spa,94 Warwick Street,Monday - Friday: 08:00-17:00|Saturday: 09:00-17:00|Sunday: 10:00-16:00,CV32 4QG,,,,,52.29192385,-1.5340022801070528
437,640 East,https://europeancoffeetrip.com/cafe/640east-london/,London,10 Water Street,Monday: 07:30-20:00|Tuesday: 07:30-21:00|Wednesday: 07:30-23:00|Thursday: 07:30-23:00|Friday: 07:30-23:00|Saturday: 09:00-23:00|Sunday: 09:00-17:00,E14 5GX,,Free Wi-Fi,Laptop Friendly,Pet Friendly,51.502734,-0.0143512
438,Fortitude Stockbridge,https://europeancoffeetrip.com/cafe/fortitudestockbridge-edinburgh/,Edinburgh,66 Hamilton Place,Monday - Friday: 08:30-16:00|Saturday - Sunday: 09:00-16:00,EH3 5AZ,,,,,55.9591662,-3.2070683
439,Middletown Coffee Co,https://europeancoffeetrip.com/cafe/middletowncoffeeco-ballymena/,Ballymena,60-64 Lower Mill Street,Monday: Closed|Tuesday: 08:30-16:00|Wednesday: 08:30-16:00|Thursday: 08:30-16:00|Friday: 08:30-16:00|Saturday: 08:30-16:00|Sunday: Closed,BT43 6AH,,,,,54.86507544037887,-6.277664402324439
440,Yorks,https://europeancoffeetrip.com/cafe/york-stratford-upon-avon/,Stratford-upon-avon,15 High Street,Monday - Friday: 08:00-17:30|Saturday: 08:30-17:30|Sunday: 08:30-16:30,CV37 6AU,,,,,52.19209978905232,-1.706677096710758
441,Finca,https://europeancoffeetrip.com/cafe/finca-yeovil/,Yeovil,11 High Street,Monday - Friday: 08:00-17:30|Saturday: 08:00-17:30|Sunday: 10:00-15:00,BA20 1RG,,,,,50.94138602572517,-2.6329843690817527
442,Stooge Coffee,https://europeancoffeetrip.com/cafe/stoogecoffee-hastings/,Hastings,4 Trinity Street,Monday - Friday: 09:00-15:30|Saturday: 10:00-16:00|Sunday: Closed,TN34 1HG,,,,,50.8553025,0.5767598
443,Fine Grind,https://europeancoffeetrip.com/cafe/finegrind-highstreet-tunbridgewells/,Tunbridge Wells,90-92 High Street,Monday - Friday: 08:00-16:00|Saturday: 08:00-17:00|Sunday: 09:00-16:00,TN1 1YF,,,,,51.127439,0.2602675
444,Hidden Coffee,https://europeancoffeetrip.com/cafe/hidden-london/,London,47-49 Camden Road,Monday - Friday: 07:30-16:00|Saturday - Sunday: 09:00-17:00,NW1 9SL,,,,,51.5448844,-0.13465155
445,Urban Baristas Wapping,https://europeancoffeetrip.com/cafe/urbanbaristaswapping-london/,London,138 Wapping High Street,Monday - Friday: 07:00-17:00|Saturday - Sunday: 08:00-17:00,E1W 3PA,,,,,51.5045572,-0.0557968
446,Copper Coffee Roasters,https://europeancoffeetrip.com/cafe/coppercoffeeroasters-cobham/,Cobham,Redhill Road,Monday - Friday: 07:00-14:00|Saturday - Sunday: 08:00-14:00,KT11 1EQ,,,,,51.3289,-0.44667
447,Rialto,https://europeancoffeetrip.com/cafe/rialto-unitedkingdom/,Eyemouth,33 High Street,Monday: 10:30-15:30|Tuesday: Closed|Wednesday: Closed|Thursday: 10:30-16:00|Friday: 10:30-16:00|Saturday: 10:30-16:00|Sunday: 11:00-16:00,TD14 5EY,,,,,55.8726953,-2.0906877
448,Heart Break Hotel Coffee,https://europeancoffeetrip.com/cafe/heartbreakhotelcoffee-braunton/,Braunton,4 Caen Street,Monday - Friday: 08:00-14:00|Saturday - Sunday: 08:00-14:00,EX33 1AQ,,,,,51.1086077,-4.161659634925735
449,Podda & Wren Coffee Roasters,https://europeancoffeetrip.com/cafe/poddawrencoffeeroasters-kendal/,Kendal,4 Elephant Yard  LA9 4QQ ,Monday - Friday: 09:00-15:00|Saturday: 10:00-16:00|Sunday: Closed,LA9 4QQ,,,,,54.32899796666666,-2.7481631833333333
450,Coffee Under Pressure | Speciality Coffee & Tea,https://europeancoffeetrip.com/cafe/coffeeunderpressure-bristol-blagravestreet/,Reading,7 Blagrave Street,Monday - Friday: 08:00-15:00|Saturday - Sunday: 10:00-16:00,RG1 1PJ,,,,,51.4570681,-0.9703513
451,Method,https://europeancoffeetrip.com/cafe/method-worcester/,Worcester,Arch 51 Cherry Tree Walk,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: 10:00-16:00|Friday: 10:00-16:00|Saturday: 10:00-16:00|Sunday: 10:00-16:00,WR1 3BH,,,,,52.19623,-2.22328
452,Crozier’S Of Birkdale,https://europeancoffeetrip.com/cafe/croziersofbirkdale-southport/,Southport,13A Liverpool Rd Birkdale,Monday - Friday: 09:00-16:30|Saturday: 09:00-16:30|Sunday: Closed,PR8 4AR,,,,,53.6338179,-3.0141208
453,Dose,https://europeancoffeetrip.com/cafe/dose-london/,London,70 Long Lane,Monday - Friday: 07:00-15:00|Saturday: 09:00-14:00|Sunday: Closed,EC1A 9EJ,,,,,51.51943245,-0.09924883395544935
454,Hey Brew Espresso,https://europeancoffeetrip.com/cafe/heybrewespresso-birmingham/,Birmingham,Bristol Rd  B29 6BD ,Monday - Friday: 09:00-17:00|Saturday: 09:00-17:00|Sunday: 10:00-16:00,B29 6BD,,Free Wi-Fi,Laptop Friendly,Pet Friendly,52.44606484,-1.9315924199999999
455,Little Fitzroy,https://europeancoffeetrip.com/cafe/littlefitzroy-edinburgh/,Edinburgh,46 Easter Road,Monday - Friday: 07:00-17:00|Saturday - Sunday: 08:00-17:00,EH7 5PJ,,,,,55.958473,-3.1717329
456,Jumpin Beans Coffee,https://europeancoffeetrip.com/cafe/jumpinbeanscoffee-barbican/,London,58 Long Lane,Monday - Friday: 07:00-17:00|Saturday - Sunday: 09:00-16:00,EC1A 9EJ,,,,,51.51919275,-0.0999321994526774
457,Eh9 Espresso,https://europeancoffeetrip.com/cafe/eh9espresso-dundee/,Dundee,248 Perth Rd,Monday - Friday: 09:00-17:00|Saturday - Sunday: 10:00-16:00,DD1 4LL,,,,,56.45600636589123,-2.988711158411871
458,Curators Coffee,https://europeancoffeetrip.com/cafe/curatorscoffee-london/,London,9A Cullum Street,Monday - Friday: 07:30-16:00|Saturday - Sunday: Closed,EC3M 7JJ,,,,,51.5120791,-0.0825066
459,Artisan Roast Bruntsfield,https://europeancoffeetrip.com/cafe/artisanroast-edinburgh/,Edinburgh,138 Bruntsfield Pl,Monday - Friday: 07:30-18:00|Saturday - Sunday: 09:00-17:00,EH10 4ER,,,,,55.9366388,-3.2080712
460,Hangten Brewbar,https://europeancoffeetrip.com/cafe/hangtenbrewbar-derry/,Derry,70 Strand Road,Monday - Friday: 07:30-17:00|Saturday: 09:00-16:00|Sunday: Closed,BT48 7AJ,,,,,,
461,Brew Collective,https://europeancoffeetrip.com/cafe/brewcollective-london/,London,17 Sunbeam Rd,Monday - Friday: 08:30-15:00|Saturday - Sunday: Closed,NW10 6JP,,Free Wi-Fi,Laptop Friendly,Pet Friendly,51.526344476177,-0.26276476475760757
462,Sorcerer Coffee,https://europeancoffeetrip.com/cafe/sorcerercoffee-newcastleupontyne/,Newcastle upon Tyne,Arch 4 Forth Street,Monday: Closed|Tuesday: 08:00-15:00|Wednesday: 08:00-15:00|Thursday: 08:00-15:00|Friday: 08:00-15:00|Saturday: 10:00-15:00|Sunday: 10:00-15:00,NE1 3NZ,,,,,54.96832317331237,-1.6138856834071764
463,Wildcard,https://europeancoffeetrip.com/cafe/wildcard-london/,London,30 Chamberlayne Road,Monday - Friday: 07:00-16:00|Saturday - Sunday: 08:30-16:00,NW10 3JD,,,,,51.53087645,-0.21694965
464,Wogan Coffee Roastery Shop & Brew Bar,https://europeancoffeetrip.com/cafe/wogancoffee-bristol/,Bristol,2-11 Clement Street,Monday: 08:30-16:30|Tuesday: 08:30-16:30|Wednesday: 08:30-16:30|Thursday: 08:30-16:30|Friday: 08:30-16:00|Saturday: Closed|Sunday: Closed,BS2 9EQ,,,,,51.46064945,-2.5809933980323354
465,Wayland'S Yard,https://europeancoffeetrip.com/cafe/waylandyard-foregate-worcester/,Worcester,6 Foregate Street,Monday - Friday: 07:00-17:00|Saturday - Sunday: 08:00-17:00,WR1 1DB,,,,,52.1951599,-2.22195695
466,Dharma Specialty Coffee,https://europeancoffeetrip.com/cafe/drahmaspecialtycoffee-richmond/,Richmond,3 George Street,Monday - Friday: 08:00-17:00|Saturday: 08:00-18:00|Sunday: 09:00-18:00,TW9 1JY,,,,,51.45974245,-0.30610199927884363
467,Origin Coffee At The British Library,https://europeancoffeetrip.com/cafe/origincoffee-london/,London,96 Euston Road,Monday - Friday: 08:00-16:30|Saturday: 08:00-16:30|Sunday: 10:00-16:00,NW1 2DB,,,,,51.5299119,-0.1276918163545741
468,Coffeevolution,https://europeancoffeetrip.com/cafe/coffeevolution-huddersfield/,Huddersfield,8 Church Street,Monday - Friday: 07:00-18:00|Saturday: 07:00-18:00|Sunday: 09:00-16:00,HD1 1DD,,,,,53.6475697,-1.7818556
469,200 Degrees,https://europeancoffeetrip.com/cafe/200degrees-birmingham/,Birmingham,12 Lower Temple St.,Monday - Friday: 07:30-19:00|Saturday: 07:30-19:00|Sunday: 09:00-18:00,B2 4JD,,,,,52.478927369111126,-1.8995549086626025
470,Perch And Rest,https://europeancoffeetrip.com/cafe/prechandrest-glasgow/,Glasgow,39 Otago Street,Monday - Friday: 09:00-17:00|Saturday: 09:30-17:00|Sunday: 10:00-17:00,G12 8JJ,,,,,55.8743992,-4.2818226
471,Canakin,https://europeancoffeetrip.com/cafe/canikin-reigate/,Reigate,69 High Street,Monday - Friday: 08:00-15:30|Saturday: 08:30-16:00|Sunday: 09:00-14:00,RH2 9AE,,,,,51.2378879,-0.2099357
472,Kaffeine,https://europeancoffeetrip.com/cafe/kaffeine-eastcastle-london/,London,15 Eastcastle Street,Monday - Friday: 07:30-17:00|Saturday: 08:30-17:00|Sunday: 09:00-17:00,W1T 3AY,,,Laptop Friendly,,51.5168792,-0.137156
473,Hertford Coffee Lab,https://europeancoffeetrip.com/cafe/herfordcoffeelab-unitedkingdom/,Hertford,6 Bull Plain,Monday - Friday: 08:00-17:00|Saturday: 08:30-17:00|Sunday: 09:00-16:00,SG14 1DT,,,,,51.7968874,-0.07766644461898653
474,Juliet’S Quality Foods,https://europeancoffeetrip.com/cafe/julietsqualityfoods-london/,London,110 Mitcham Road,Monday - Friday: 09:00-15:00|Saturday - Sunday: 09:00-16:00,SW17 9NG,,,,,51.4254232,-0.1647893
475,Flying Horse Coffee,https://europeancoffeetrip.com/cafe/flyinghorsecoffee-woodlane-london/,London,101 Wood Lane,Monday - Friday: 08:00-16:00|Saturday - Sunday: 09:00-15:00,W12 7FR,,,,,51.5106092,-0.2255364
476,Jonah’S,https://europeancoffeetrip.com/cafe/jonahs-preston/,England Preston,Preston,Monday: Closed|Tuesday: Closed|Wednesday: 10:00-15:00|Thursday: 10:00-15:00|Friday: 10:00-15:00|Saturday: 10:00-15:00|Sunday: Closed, ,,,,,53.7552898,-2.7071573
477,Orchard Lane Coffee House,https://europeancoffeetrip.com/cafe/orchardlanecoffeehouse-sandgate/,Sandgate,80  High St ,Monday - Friday: 07:00-15:00|Saturday: 07:00-15:00|Sunday: 08:00-15:00,CT20 3BX,,,,,51.07376,1.14451
478,Kiss The Hippo Coffee,https://europeancoffeetrip.com/cafe/kissthehippocoffee-richmond/,Richmond,21 Sheen Road,Monday - Friday: 07:30-16:30|Saturday: 08:30-17:30|Sunday: 09:00-17:30,TW9 1AD,,,,,51.4611758,-0.3021656
479,17 Grams,https://europeancoffeetrip.com/cafe/17grams-meetinghouse-brighton/,Brighton,12d Meeting House Ln,Monday - Friday: 09:00-17:00|Saturday: 09:00-17:00|Sunday: 09:30-17:00,BN1 1HB,,Free Wi-Fi,Laptop Friendly,Pet Friendly,50.8225084,-0.1404867
480,Twelve Triangles,https://europeancoffeetrip.com/cafe/twelvetriangles-edinburgh/,Edinburgh,90 Brunswick Street,Monday - Friday: 07:00-14:00|Saturday - Sunday: 07:00-14:00,EH7 5HU,,Free Wi-Fi,,Pet Friendly,55.960688,-3.1810699
482,1841,https://europeancoffeetrip.com/cafe/1841-glasgow/,Glasgow,14 Vinicombe Street,Monday - Friday: 09:00-17:00|Saturday: 09:00-17:00|Sunday: 10:00-17:00,G12 8BG,,,,,55.87681694161146,-4.289584556687227
483,Another Brother,https://europeancoffeetrip.com/cafe/anotherbrother-london/,London,187 Putney Bridge Road,Monday - Friday: 07:30-16:00|Saturday - Sunday: 08:30-16:00,SW15 2NZ,,,,,51.4619204,-0.2068972397439356
484,Rapha Cycling Cafe,https://europeancoffeetrip.com/cafe/raphacycleclub-manchester/,Manchester,50 King St,Monday: 10:00-18:00|Tuesday: 10:00-18:00|Wednesday: 11:00-18:00|Thursday: 10:00-18:00|Friday: 10:00-18:00|Saturday: 09:00-18:00|Sunday: 10:00-16:00,M2 4LY,,,,,53.4811334,-2.2458344
485,Flying Horse Coffee,https://europeancoffeetrip.com/cafe/flyinghorsecoffee-golborne-london/,London,112 Golborne Road,Monday: 08:00-16:00|Tuesday: 08:00-16:00|Wednesday: 08:00-16:00|Thursday: 08:00-16:00|Friday: 08:00-17:00|Saturday: 09:00-17:00|Sunday: 09:00-17:00,W10 5PS,,,,,51.521257649999995,-0.2096277481339497
486,Watchhouse Covent Garden,https://europeancoffeetrip.com/cafe/watchhouse-coventgarden-london/,London,28-29 Southampton St,Monday - Friday: 07:30-18:00|Saturday: 08:00-18:30|Sunday: 08:00-18:00,WC2E 7PG,,,,,51.511084499999996,-0.12238101734793613
487,Store Street Espresso,https://europeancoffeetrip.com/cafe/storestreetespresso54tavistock-london/,London,54 Tavistock Place,Monday - Friday: 08:00-16:00|Saturday - Sunday: 09:00-16:00,WC1H 9RG,,,,,51.52565595,-0.12505028341666685
488,Kiosk,https://europeancoffeetrip.com/cafe/kiosk-york/,York,41 Fossgate,Monday - Friday: 08:30-16:00|Saturday: 08:30-16:00|Sunday: 08:30-15:00,YO1 9TF,,,,,53.958156,-1.0785787
489,Level Crossing Records,https://europeancoffeetrip.com/cafe/levelcrossingrecords-london/,London,49 Sheen Lane,Monday: Closed|Tuesday: 07:30-14:00|Wednesday: 07:30-17:00|Thursday: 07:30-17:00|Friday: 07:30-17:00|Saturday: 09:00-17:00|Sunday: 09:00-14:00,SW14 8AB,,,,,51.46734575,-0.26642480267983026
490,Urban Baristas South Kensington,https://europeancoffeetrip.com/cafe/urbanbaristassouthkensington-london/,London,44 Harrington Road,Monday - Friday: 07:00-17:00|Saturday - Sunday: 08:00-17:00,SW7 3ND,,,,,51.494034,-0.17816005108895394
491,Bean & Leaf Coffee House,https://europeancoffeetrip.com/cafe/beanleafcoffeehouse-coventry/,Coventry,76 Hertford Street,Monday: 10:00-16:00|Tuesday: 08:30-16:00|Wednesday: 08:30-17:00|Thursday: 08:30-17:00|Friday: 08:30-18:00|Saturday: 10:00-18:00|Sunday: Closed,CV1 1LB,,,,,52.4073812,-1.5103205
492,Natural Bean Speciality Coffee,https://europeancoffeetrip.com/cafe/naturalbeanspecialtycoffee-romford/,Romford,162 Heath Park Rd,Monday: 08:00-16:00|Tuesday: 07:30-16:00|Wednesday: 07:30-16:00|Thursday: 07:30-16:00|Friday: 07:30-16:00|Saturday: 08:00-16:00|Sunday: 09:00-15:30,RM2 5XL,,,,,51.57782429944109,0.20168175179935383
493,South Coast Coffee,https://europeancoffeetrip.com/cafe/southcoastcoffee-bournemouth/,Bournemouth,24 Richmond Hill,Monday - Friday: 08:00-16:00|Saturday: 08:00-16:00|Sunday: 09:00-15:00,BH2 6EJ,,,,,50.7209298,-1.8792889
494,Krema,https://europeancoffeetrip.com/cafe/krema-guildford/,Guildford,4 Tunsgate,Monday - Friday: 08:00-16:00|Saturday: 08:30-17:00|Sunday: 09:30-17:00,GU1 3QT,,,,,51.23518235273896,-0.5718364927264578
495,Current Cafe,https://europeancoffeetrip.com/cafe/currentcafe-london/,London,6 Harrow Place,Monday: 08:00-19:00|Tuesday: 08:00-19:00|Wednesday: 08:00-19:00|Thursday: 08:00-19:00|Friday: 08:00-18:00|Saturday: Closed|Sunday: Closed,E1 7DB,,,,,51.51589585,-0.07745868401685034
